blockNumber,txHash,token_symbols,token_addresses,pools,pool_addresses
16086300,0x77b711a1692c72649864dc8e5220713a3608b05a0ed7184d44076550640f386c,BONE USDC WETH FOLD SHIB,0x9813037ee2218799597d83d4a5b6f3b6778218d9 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xd084944d3c05cd115c09d072b9f44ba3e0e45921 0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,BONE-WETH-0.003(usp3) SHIB-WETH-0.003(usp3) USDC-WETH-0.0001(usp3) USDC-FOLD-0.010(usp3) WETH-FOLD(sush),0xb011e4eb4111ef00b620a5ed195836dcd69db1ff 0x2f62f2b4c5fcd7570a709dec05d68ea19c82a9ec 0xe0554a476a092703abdb3ef35c80e0d76d32939f 0xe081eeab0adde30588ba8d5b3f6ae5284790f54a 0xa914a9b9e03b6af84f9c6bd2e0e8d27d405695db
16086304,0x98d1a10c55606cb22c210ef9bae0bb4d1c2961840b8166ff0d03998ec130231c,WETH GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,GALA-WETH(usp2) GALA-WETH-0.003(usp3),0xbe19c32b4cd202407e8eeb73e4e2949438461ae3 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086305,0x324ea8cdf208675fc742cfbe8ba3dd3285de40186955dbb11564eef27d17875d,FOLD WETH YFI,0xd084944d3c05cd115c09d072b9f44ba3e0e45921 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,YFI-WETH-0.003(usp3) WETH-FOLD(sush) AAVE_12.50/YFI_12.50/EUL_12.50/STG_12.50/wstETH_12.50/ENS_12.50/FOLD_12.50/YGG_12.50(blcr),0x04916039b1f59d9745bf6e0a21f191d1e0a84287 0xa914a9b9e03b6af84f9c6bd2e0e8d27d405695db 0x176648c0b8e98ad12bede0b99715e92aa74046a5
16086309,0x42f60e1fb3261f85b2834136f171325e03ab2c2a5ec98074ba435868ec06f77a,USDC WETH wstETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,USDC-WETH-0.0005(usp3),0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16086310,0x0dc2f17cd8fe14ab390544dbf5f26d21c2353ca0c589d92467b8d56ce73046a7,USDC WETH QNT MATIC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x4a220e6096b25eadb88358cb44068a3248254675 0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,QNT-MATIC-0.010(usp3),0xd4c1fdc6e4c7bafef4957b819bca1aa2ca4994d1
16086310,0x17571f2c52553007fd499db82a2cda8e21e3ed5f2e37ee80f5d9682796ae9690,TYRANT WETH,0x8ee325ae3e54e83956ef2d5952d3c8bc1fa6ec27 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,TYRANT-WETH(usp2) TYRANT-WETH-0.010(usp3),0x3af73bb96b335fc0fd2c4cf39ce95f3ff8c8de66 0x301f3bf35ed8572f53fbcfb81eda3daff96a827d
16086311,0x5dbc12cacb5a734c1e6b2916151fc467aff89c15e77fcb5ad8a069fa29046c5b,WETH MATIC,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,MATIC-WETH-0.003(usp3),0x290a6a7460b308ee3f19023d2d00de604bcf5b42
16086317,0x466c3c9a755e5bf8de53ccbc758fb2d982b54a46bb19b0b64e1dc28ecd770f84,WETH RADIO BUILD LGCY,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x7a5d3a9dcd33cb8d527f7b5f96eb4fef43d55636 0x57b59f981730c6257df57cf6f0d98283749a9eeb 0xae697f994fc5ebc000f8e22ebffee04612f98a0d,LGCY-WETH(usp2),0xdfea03ed1ec53116cd6ea45373cbb6e8823ef59d
16086317,0x34be8169cb9faa45395ef5a6201d9fb107fc09e1b5b05aa4ab212c47772efcfb,SOS WETH,0x3b484b82567a09e2588a13d54d032153f0c0aee0 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SOS-WETH(sush) SOS-WETH-0.010(usp3),0xb84c45174bfc6b8f3eaecbae11dee63114f5c1b2 0xb82d251b7e92832dccb7f3c6f03ae20f2d7ee597
16086318,0xc1437c9df663b69f309cc9571a5fa7b6a74dbd5344025429390e0c6d20d61dbf,WETH GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,GALA-WETH(sush) GALA-WETH-0.003(usp3),0xfa405a40d3fe345e3d5e460c8d9da39ac0fb13bd 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086322,0x0cc9be3210563b5c97ed7ea04682dffaae0657b50c43fe3f22b30444050a8861,BTRFLY WETH DAI BTRFLYETH-f,0xc55126051b22ebb829d00368f4b12bde432de5da 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x6b175474e89094c44da98b954eedeac495271d0f 0x7483dd57f6488b0e194a151c57df6ec85c00ace9,DAI-WETH-0.0005(usp3),0x60594a405d53811d3bc4766596efd80fd545a270
16086324,0xf78641a9d0ee4aa2f9a6cc72ca2a3eccb8dafcd8f2a18b811c707bcdb757c0fd,WETH USDT GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,WETH-USDT-0.003(usp3) GALA-WETH-0.003(usp3),0x4e68ccd3e89f51c3074ca5072bbac773960dfa36 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086324,0x20b705e8f2bf2d34b8a132c05d5850f6ab5fa0d2c7a404f5525caa37ea696fc8,HYVE WETH BUILD LGCY,0xd794dd1cada4cf79c9eebaab8327a1b0507ef7d4 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x57b59f981730c6257df57cf6f0d98283749a9eeb 0xae697f994fc5ebc000f8e22ebffee04612f98a0d,WETH-HYVE(usp2) LGCY-WETH(usp2),0xbbcd9986304fe340870f4816c614ba0c7a53512e 0xdfea03ed1ec53116cd6ea45373cbb6e8823ef59d
16086327,0x11b0120b2a3e88e66f3417dc7a9b1e9fe618cda4376ed085f776c134c5637db3,WETH API3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x0b38210ea11411557c13457d4da7dc6ea731b88a,API3-WETH(sush) API3-WETH(usp2),0xa8aec03d5cf2824fd984ee249493d6d4d6740e61 0x4dd26482738be6c06c31467a19dcda9ad781e8c4
16086328,0x4ccb0953ed76518b18c107c9a8a901f5c686fba052c6e925b848178d298acef6,STATE WETH RADIO BUILD LGCY,0x00c2999c8b2adf4abc835cc63209533973718eb1 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x7a5d3a9dcd33cb8d527f7b5f96eb4fef43d55636 0x57b59f981730c6257df57cf6f0d98283749a9eeb 0xae697f994fc5ebc000f8e22ebffee04612f98a0d,STATE-WETH(usp2) LGCY-WETH(usp2) STATE-WETH(sush),0xd34d4916440dba56a5719af981e646d69c9cec0d 0xdfea03ed1ec53116cd6ea45373cbb6e8823ef59d 0x1da92f6a396eeb104ad13743486b450bd8b96e62
16086329,0xe434f4f6db48dd2eb3e8d1d03f030535438d774916f022eb97662505881ce6c1,FUN WETH WBTC,0x419d0d8bdd9af5e606ae2232ed285aff190e711b 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC-FUN-0.0001(usp3) WBTC-WETH-0.0005(usp3) FUN-WETH-0.0001(usp3),0x3ffedcddd268511acc44ae67845bdd56c8417fa4 0x4585fe77225b41b697c938b018e2ac67ac5a20c0 0x29f0096512b4af1d689c1a11a867a6e707a8dcde
16086329,0xe47764d8baeee8f67fadbe997a1f55cd4b6bc8e001bfb755b7811f7c71a37f6e,USDC WETH RADIO,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x7a5d3a9dcd33cb8d527f7b5f96eb4fef43d55636,USDC-WETH-0.0005(usp3),0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16086330,0x125feb9f70925edf8b6e0a74a299b86cf88ae91f5c9bf97b40bb2dcb8be51fb0,BTRFLY WETH DAI BTRFLYETH-f,0xc55126051b22ebb829d00368f4b12bde432de5da 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x6b175474e89094c44da98b954eedeac495271d0f 0x7483dd57f6488b0e194a151c57df6ec85c00ace9,DAI-WETH-0.0005(usp3),0x60594a405d53811d3bc4766596efd80fd545a270
16086334,0x64f8e7af0569bb121e1b89b400ba00075ecbbad73cd35f1158a1fc562fd500d7,USDC WBTC WETH USDT,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7,(curv) USDC-USDT-0.0001(usp3) USDC-WETH-0.0005(usp3) WBTC-WETH-0.003(usp3),0xd51a44d3fae010294c616388b506acda1bfaae46 0x3416cf6c708da44db2624d63ea0aaef7113527c6 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0xcbcdf9626bc03e24f779434178a73a0b4bad62ed
16086334,0xde3230fc74b355d3d7f854792c49f7419949544266892d21a13d5f6e46ff60d6,USDC WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC-WETH-0.0001(usp3) USDC-WETH-0.0005(usp3),0xe0554a476a092703abdb3ef35c80e0d76d32939f 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16086335,0x291358191c3254646bbf1d8cc00c292f4a0e9880bd2fbd644aa65e97b5b63f8c,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086337,0xebd88faf98c4a128c409e89d7870e03b06b1096c0040faf6d3572ea03578754d,USDC BTRFLY WETH DAI,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc55126051b22ebb829d00368f4b12bde432de5da 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x6b175474e89094c44da98b954eedeac495271d0f,USDC-WETH-0.0001(usp3) 3pool(curv),0xe0554a476a092703abdb3ef35c80e0d76d32939f 0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7
16086337,0x1be1b7fccb003c8bfcb93046fc0f82f5fdf58cbbd3813cb3ee41b208d02c0f84,WETH SAITAMA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xce3f08e664693ca792cace4af1364d5e220827b2,WETH-SAITAMA(usp2),0xe3d3551bb608e7665472180a20280630d9e938aa
16086344,0x02d787dbe99720ec9e8ae547646de57572a4ea764cb96074975c8d3524737278,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086344,0xe582117b45c46db2b614535abdc21f7b884b1778445d8f98478179f2f26dd52e,eWBTC WBTC WETH dWBTC ewstETH wstETH,0x0275b156cd77c5ed82d44bcc5f9e93eecff20138 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x36c4a49f624342225ba45fcfc2e1a4bcbcdce557 0xbd1bd5c956684f7eb79da40f582cbe1373a1d593 0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,wstETH-WETH-0.0005(usp3) WBTC-WETH-0.0005(usp3),0xd340b57aacdd10f96fc1cf10e15921936f41e29c 0x4585fe77225b41b697c938b018e2ac67ac5a20c0
16086345,0x407c9cef25d0386802354efee48090006dd99a87de03390094f3644d118afac0,BTRFLY WETH BTRFLYETH-f,0xc55126051b22ebb829d00368f4b12bde432de5da 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x7483dd57f6488b0e194a151c57df6ec85c00ace9,WETH-BTRFLY-0.010(usp3),0x3e6e23198679419cd73bb6376518dcc5168c8260
16086345,0xd376ccff9abec4fb3a0600541588b868d245131596706f48d2fb2d1f1fe5d4d1,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086345,0x993add6dddd52f2aa72f862e40c67b8e77b7e445cdfc4906d814f5a45882c327,BTRFLY WETH DAI BTRFLYETH-f,0xc55126051b22ebb829d00368f4b12bde432de5da 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x6b175474e89094c44da98b954eedeac495271d0f 0x7483dd57f6488b0e194a151c57df6ec85c00ace9,DAI-WETH-0.0005(usp3),0x60594a405d53811d3bc4766596efd80fd545a270
16086346,0x6ee49861c1f399fe9627321725bbd4f4f2f7936ca136888e265e1def7ac71102,XDEFI WETH,0x72b886d09c117654ab7da13a14d603001de0b777 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,XDEFI-WETH(sush) XDEFI-WETH-0.010(usp3),0x37fc088cfd67349be00f5504d00ddb7f2274b3f6 0x77924185cf0cbb2ae0b746a0086a065d6875b0a5
16086346,0xfa1a68f33f184561b558fb2bafe57292e7488ccc4ef09aa87354fb51fe4e712a,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086348,0x16534c8db5199f4012eaeff1653d4c1c63cfece62c0bb55be283e2ff014f38ae,CREAM WETH YFI,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,YFI-WETH(usp2) CREAM-WETH(usp2),0x2fdbadf3c4d5a8666bc06645b8358ab803996e28 0xddf9b7a31b32ebaf5c064c80900046c9e5b7c65f
16086348,0x54e303c25acc00b3d1b6393578b0082db2c88cf0e568c813fdecb1b46c9d8ff6,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086351,0xdad4c18ad355a6597225d7cb64c64f4639578cec8120882f40c5f51ce5dd584c,WETH GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,GALA-WETH(usp2) GALA-WETH-0.003(usp3),0xbe19c32b4cd202407e8eeb73e4e2949438461ae3 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086353,0xb67707b0b97aeaf719d261a726a454708edbc5d4e188ce968c7d3397f96ee3f9,WETH WBTC,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC-WETH-0.0005(usp3),0x4585fe77225b41b697c938b018e2ac67ac5a20c0
16086354,0x67084c09ce4030b574cb6624160455152222dad68a2a72a4c438ba1b79d2e1ee,BXX WETH,0x6b1a8f210ec6b7b6643cea3583fb0c079f367898 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BXX-WETH-0.010(usp3) BXX-WETH(usp2),0xea9ac7b7dd7cce52b83d63c355d61900e1ce8e30 0x91204649a5c9ab2cadfc2089fd22ed0fbfe170ed
16086357,0xfc61394268750ac9d8ab19c0eb9f4e7d5547af2685bf663974625e19951e3ef8,XDEFI WETH,0x72b886d09c117654ab7da13a14d603001de0b777 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,XDEFI-WETH(sush) XDEFI-WETH-0.010(usp3),0x37fc088cfd67349be00f5504d00ddb7f2274b3f6 0x77924185cf0cbb2ae0b746a0086a065d6875b0a5
16086357,0x88de868864dee58eaf8e5cbd8a4714ff5c00f508ab4d5426a27739a4ece04e37,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086358,0xea67dae18895ea25f6583c93e3dbf19cf8888153749e9e10e2848f2e5e202f5f,WETH RADIO BUILD LGCY,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x7a5d3a9dcd33cb8d527f7b5f96eb4fef43d55636 0x57b59f981730c6257df57cf6f0d98283749a9eeb 0xae697f994fc5ebc000f8e22ebffee04612f98a0d,LGCY-WETH(usp2),0xdfea03ed1ec53116cd6ea45373cbb6e8823ef59d
16086360,0x428c8bd66016792e2c462efe5f53d0936bfcd93a7061546b826557a77bf575c9,USDC WETH wstETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,USDC-WETH-0.0005(usp3),0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16086360,0x81753cbd52fa82b6a25185fc724c7320589d6fa67678e84b92efa2f28fa85d88,USDC WETH RADIO,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x7a5d3a9dcd33cb8d527f7b5f96eb4fef43d55636,USDC-WETH-0.0005(usp3),0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16086361,0x08f7b767573a94362336bb3fae8cdf7c0154e1320b55a46707a81bb50485195a,WETH USDT GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,WETH-USDT-0.0005(usp3) GALA-WETH-0.003(usp3),0x11b815efb8f581194ae79006d24e0d814b7697f6 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086361,0x9f1893f6e8026a3cfe3f380af62da3fe5168ff5bcb5679dd2dfa184901472bbc,WETH TOWN GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x3dd98c8a089dbcff7e8fc8d4f532bd493501ab7f 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,GALA-WETH(sush) TOWN-WETH-0.010(usp3) GALA-TOWN-0.003(usp3),0xfa405a40d3fe345e3d5e460c8d9da39ac0fb13bd 0xa9c5b677f0ed59d39d3f441dcb5daf0d6e276b5b 0x8452d58c1ec45016a668d1c8ab4179551abf7124
16086361,0xab37e2b111246fa037fccd5a3fbe7e59cc0c6006d96e301304ecf32de8145ae3,WETH GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,GALA-WETH(usp2) GALA-WETH-0.003(usp3),0xbe19c32b4cd202407e8eeb73e4e2949438461ae3 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086361,0xd5802dcfdbbce9b1b60a600dec278421309692de85ec8f863d0ba7b9a6c77c34,WETH GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,GALA-WETH(sush) GALA-WETH-0.003(usp3),0xfa405a40d3fe345e3d5e460c8d9da39ac0fb13bd 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086362,0x58df1e060f639d7fac99267b2cfb300cf4cdc621054c607fad81b9b188383975,WETH TOWN GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x3dd98c8a089dbcff7e8fc8d4f532bd493501ab7f 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,TOWN-WETH-0.010(usp3) GALA-TOWN-0.003(usp3) GALA-WETH-0.003(usp3),0xa9c5b677f0ed59d39d3f441dcb5daf0d6e276b5b 0x8452d58c1ec45016a668d1c8ab4179551abf7124 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086365,0x366032816697d2edeb65f92bc4c1c2cd0c18a5f3ff34700407e2b23786acdfa7,BNT WETH,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BNT-WETH(usp2),0x3fd4cf9303c4bc9e13772618828712c8eac7dd2f
16086365,0x0f3f684479658440e856c6c40f58791534f496838874939fc3559f5c2be69697,BNB BNT WETH,0xb8c77482e45f1f44de1745f52c74426c631bdd52 0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BNT-WETH(usp2),0x3fd4cf9303c4bc9e13772618828712c8eac7dd2f
16086366,0xab2dc74a8674255f5287d30ab785a0c2749918f35462ec07f11efca99b7a9f0e,WETH USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7,WETH-USDT-0.0005(usp3),0x11b815efb8f581194ae79006d24e0d814b7697f6
16086372,0xd2c1225c90b73cae26dff85a42f50dde09c1c24a3cd73cf6978ca6bbab18837b,KNC WETH KNC,0xdd974d5c2e2928dea5f71b9825b8b646686bd200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202,WETH-KNC(usp2),0xf49c43ae0faf37217bdcb00df478cf793edd6687
16086376,0xb920445d7adbca9669cb788c0308f1596389b116c146d29fc26c35ed3a6e6405,WETH USDT GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,WETH-USDT-0.0005(usp3) GALA-WETH-0.003(usp3),0x11b815efb8f581194ae79006d24e0d814b7697f6 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086376,0x9bf014f81179677767e68ce3b10311690df1ae16e06c86723a6bad67de5a5ae1,renBTC WETH RAIL,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xe76c6c83af64e4c60245d8c7de953df673a7a33d,RAIL-renBTC(sush) WETH_50/RAIL_50(blcr) WETH-renBTC-0.0005(usp3),0x519854dd32b4f34f9a407874b0b69218465972d6 0x95a43cc58675aa29dd51ec68e8bc16bb760a81af 0xda2b18487a4012c46344083982afbea6871d7ac3
16086376,0x8abf0eeb7e6b3992f81b4de76156d8df3b509a4d9196232f087d1edb0bf272e5,WETH FUND,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xe9b076b476d8865cdf79d1cf7df420ee397a7f75,WETH-FUND-0.010(usp3),0x88395224c3709be9a700624bd9246459585c56b0
16086378,0x0ce77349ea4ba720b79e1dd88217435a8a47d0a5e517a491e20ae1c6c142c045,BTRFLY WETH,0xc55126051b22ebb829d00368f4b12bde432de5da 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH-BTRFLY-0.010(usp3),0x3e6e23198679419cd73bb6376518dcc5168c8260
16086379,0x89cd96bdf6fd4e6994561c9d81afc19f6f78412e06ac94e23153324811aa9106,TOKE WETH,0x2e9d63788249371f1dfc918a52f8d799f4a38c94 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,TOKE-WETH(sush) TOKE-WETH(usp2),0xd4e7a6e2d03e4e48dfc27dd3f46df1c176647e38 0x5fa464cefe8901d66c09b85d5fcdc55b3738c688
16086380,0x3c9d82dc7050b7a115d4371d3322be9fceda983a7001b443a066352d751f69c5,PLSD USDC WETH ASIC,0x34f0915a5f15a66eba86f6a58be1a471fb7836a7 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x347a96a5bd06d2e15199b032f46fb724d6c73047,ASIC-USDC-0.003(usp3) PLSD-USDC-0.003(usp3) USDC-WETH-0.0005(usp3) ASIC-PLSD-0.003(usp3) USDC-WETH-0.0001(usp3),0x4fd82623cdd5de597fcd4bca5890351eea7adff5 0x3328ca5b535d537f88715b305375c591cf52d541 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0x04d99e1eaef553673b132ebded6639cf78bf9ee7 0xe0554a476a092703abdb3ef35c80e0d76d32939f
16086380,0x1a164d251ad1afbfd39a7b7b1cf6c56bb1c2b0e7f417246a2593de343c8c0b09,PLSD HEX WETH,0x34f0915a5f15a66eba86f6a58be1a471fb7836a7 0x2b591e99afe9f32eaa6214f7b7629768c40eeb39 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,PLSD-WETH-0.003(usp3) HEX-PLSD-0.010(usp3) HEX-WETH(usp2),0xf6e21e21cb48e1ab575c58d526110f736cd33066 0x3311bf503b5cd93fdb37776cb22dd47b75bf5a28 0x55d5c232d921b9eaa6b37b5845e439acd04b4dba
16086380,0xc1c33156231a56034b9b41fc15519d783f62bb2fa34dd0f86e79ed534bde7d2d,SRM WETH,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SRM-WETH(sush),0x117d4288b3635021a3d612fe05a3cbf5c717fef2
16086382,0x9b40001cfd41386d25982a942b357af22acadd799c491128df6e68ca733f12ab,USDC WETH PSP,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xcafe001067cdef266afb7eb5a286dcfd277f3de5,USDC-PSP-0.003(usp3) USDC-WETH-0.0005(usp3),0x2739b0a16e169d2f14177a8e5efb3585eb99ced2 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16086384,0x9108ab1a71b4ad288ca157d04346e169f6ac650711f02443550f337cd7ef6440,CREAM SRM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0x476c5e26a75bd202a9683ffd34359c0cc15be0ff 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush) SRM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167 0x117d4288b3635021a3d612fe05a3cbf5c717fef2
16086385,0x178e0dfe9350a2a051aac8cbbe534cc372ceeecc6879f41886e882bc633d6e63,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086386,0x4c15e76d98adde6c9313c96e9426e1abd10bccf5b37de3cf0b16ebf3951c3b56,XFT WETH,0xabe580e7ee158da464b51ee1a83ac0289622e6be 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,XFT-WETH(sush) XFT-WETH-0.003(usp3),0xf39ff863730268c9bb867b3a69d031d1c1614b31 0xefc73f21bb4645ea4cb1f1b5a674985c590c4070
